repo_name,commit,message,Is_Core_Refactor,Is_Refactor,Justification,Certain,Comment,Sampling
chromium/chromium,6823ef31dad35092537505af58c2e78fcc1282fc,"Roll src/third_party/webrtc c9e6b969a452..f0e926fbdd8f (4 commits)

https://webrtc.googlesource.com/src.git/+log/c9e6b969a452..f0e926fbdd8f


git log c9e6b969a452..f0e926fbdd8f --date=short --no-merges --format='%ad %ae %s'
2018-10-16 tzik@chromium.org Add missing #include and deps to absl/memory
2018-10-16 chromium-webrtc-autoroll@webrtc-ci.iam.gserviceaccount.com Roll chromium_revision 0e821c2fa2..0cecb6ce10 (599702:599821)
2018-10-15 srte@webrtc.org Reland ""Deprecates legacy transport feedback adapter.""
2018-10-15 chromium-webrtc-autoroll@webrtc-ci.iam.gserviceaccount.com Roll chromium_revision 0df2607f98..0e821c2fa2 (599562:599702)


Created with:
  gclient setdep -r src/third_party/webrtc@f0e926fbdd8f

The AutoRoll server is located here: https://autoroll.skia.org/r/webrtc-chromium-autoroll

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+/master/autoroll/README.md

If the roll is causing failures, please contact the current sheriff, who should
be CC'd on the roll, and stop the roller if necessary.

CQ_INCLUDE_TRYBOTS=luci.chromium.try:linux_chromium_archive_rel_ng;luci.chromium.try:mac_chromium_archive_rel_ng

BUG=chromium:752720,chromium:None,chromium:None
TBR=webrtc-chromium-sheriffs-robots@google.com

Change-Id: Ib8cd893ebca559660e96d2ad5f854a56091dc325
Reviewed-on: https://chromium-review.googlesource.com/c/1282329
Reviewed-by: chromium-autoroll <a3680534fa21f849f725bea9c9fb3f7f637bcd8d@skia-public.iam.gserviceaccount.com>
Commit-Queue: chromium-autoroll <a3680534fa21f849f725bea9c9fb3f7f637bcd8d@skia-public.iam.gserviceaccount.com>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#599932}",,,,,,12_may_2021_mp_not_refactor_commits
opendaylight/controller,b4f974d0a1cb64873d7cb8cf8aef82199a0ea81c,"BUG-1281: call static methods

This is just a cleanup of warnings.

Change-Id: I11825b90b415c77074ff8684feaba918876e0c95
Signed-off-by: Robert Varga <b8bd3df785fdc0ff42dd1710c5d91998513c57ef@cisco.com>
",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,3e8d222f2a95e9d30f13107bf4e48778f79e73b8,"Merge tag 'drm-intel-next-fixes-2015-05-29' of git://anongit.freedesktop.org/drm-intel into drm-next

Fixes for 4.2. Nothing too serious (given that it's still pre merge
window). With that it's off for 2 weeks of vacation for me and taking care
of 4.2 fixes for Jani.

* tag 'drm-intel-next-fixes-2015-05-29' of git://anongit.freedesktop.org/drm-intel:
  drm/i915: limit PPGTT size to 2GB in 32-bit platforms
  drm/i915: Another fbdev hack to avoid PSR on fbcon.
  drm/i915: Return the frontbuffer flip to enable intel_crtc_enable_planes.
  drm/i915: disable IPS while getting the sink CRCs
  drm/i915: Disable 12bpc hdmi for now
  drm/i915: Adjust sideband locking a bit for CHV/VLV
  drm/i915: s/dpio_lock/sb_lock/
  drm/i915: Kill intel_flush_primary_plane()
  drm/i915: Throw out WIP CHV power well definitions
  drm/i915: Use the default 600ns LDO programming sequence delay
  drm/i915: Remove unnecessary null check in execlists_context_unqueue
  drm/i915: Use spinlocks for checking when to waitboost
  drm/i915: Fix the confusing comment about the ioctl limits
  Revert ""drm/i915: Force clean compilation with -Werror""
",,,,,,12_may_2021_mp_not_refactor_commits
grivet/dpdk,8524b44ebcf7b4045628fa2416d50eaa7a695f6f,"crypto/dpaa_sec: reorganize session management

The session related parameters shall be populated during
the session create only.
At the runtime on first packet, the CDB should just reference
the session data instead of re-interpreting data again.

Signed-off-by: Hemant Agrawal <90d96ef1ecd8ed49b97c7897be950e80824a9c5c@nxp.com>
Acked-by: Akhil Goyal <74d7c4c993a22c1d4f60c46ff3d95c969a24a25c@nxp.com>
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,e1d046fb92beb1c80d5d05a13928eeeb736ac079,"Remove extension_notification_observer.h/cc

We have test_extension_registry_observer.h/cc which is
using ExtensionRegistryObserver.
So removing old extension_notification_observer.h/cc which is
using deprecated extension notifications.

BUG=411568

Review URL: https://codereview.chromium.org/1414033008

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#356706}
",,,,,,12_may_2021_mp_not_refactor_commits
symfony/cache,7ec37c6caf5335bf071cb0ac484ca2b8836e9d19,"Merge branch '5.0'

* 5.0: (26 commits)
  [Filesystem] Handle paths on different drives
  [WebProfiler] Do not add src-elem CSP directives if they do not exist
  [Yaml] fix parse error when unindented collections contain a comment
  Execute docker dependent tests with github actions
  Update exception.html.php
  [3.4][Inflector] Improve testSingularize() argument name
  [Inflector] Fix testPluralize() arguments names
  [PhpUnitBridge] fix PHP 5.3 compat again
  Skip validation when email is an empty object
  fix sr_Latn translation
  [Validator] fix lazy property usage.
  Fix annotation
  [Debug][ErrorHandler] cleanup phpunit.xml.dist files
  [Translation] Fix for translation:update command updating ICU messages
  [PhpUnitBridge] fix compat with PHP 5.3
  bumped Symfony version to 5.0.9
  updated VERSION for 5.0.8
  updated CHANGELOG for 5.0.8
  bumped Symfony version to 4.4.9
  updated VERSION for 4.4.8
  ...
",,,,,,12_may_2021_mp_not_refactor_commits
apple/swift,66627d803745985ae4ecb6c5d9fe5c5b5a3fac12,"build: obsolete options which have long been deprecated

This is simply dropping the error that would be presented for any
existing usage.  These have been rooted out for some time now.  Remove
the obsoleted checks.
",,,,,,12_may_2021_mp_not_refactor_commits
couchbase/ns_server,16ae1053f6b844b15819c214342dfe59b12c4496,"enhanced dashboard

- added UI to display cluster nodes by status
- added component classes for dashboard
- restyled/restructured dashboard css
- added responsive styles for dashboard on small screens

Change-Id: I9facce5b6c4333d68b025d19bc661c685c2a9e8c
Reviewed-on: http://review.couchbase.org/90137
Tested-by: Pavel Blagodov <596b71e626fc58dbdad141b817770e3e4810bb9b@gmail.com>
Well-Formed: Build Bot <80754af91bfb6d1073585b046fe0a474ce868509@couchbase.com>
Reviewed-by: Mike Wiederhold <a17fed27eaa842282862ff7c1b9c8395a26ac320@couchbase.com>
",,,,,,12_may_2021_mp_not_refactor_commits
vinriviere/m68k-atari-mint-binutils-gdb,3d63690a0316d92cf248542ee12a3fc8b30152ea,"gdb/testsuite: Add gdb_test_name variable

This commit adds a new feature to gdb_test_multiple, an automatically
created variable gdb_test_name.  The idea is to make it easier to
write tests using gdb_test_multiple, and avoid places where the string
passed to pass/fail within an action element is different to the
message passed to the top level gdb_test_multiple.

As an example, previously you might write this:

    gdb_test_multiple ""print foo"" ""test foo"" {
       -re ""expected output 1"" {
           pass ""test foo""
       }
       -re ""expected output 2"" {
           fail ""test foo""
       }
    }

This is OK, but it's easy for the pass/fail strings to come out of
sync, or contain a typo.  A better version would look like this:

    set testname ""test foo""
    gdb_test_multiple ""print foo"" $testname {
       -re ""expected output 1"" {
           pass $testname
       }
       -re ""expected output 2"" {
           fail $testname
       }
    }

This is better, but its a bit of a drag having to create a new
variable each time.

After this patch you can now write this:

    gdb_test_multiple ""print foo"" ""test foo"" {
       -re ""expected output 1"" {
           pass $gdb_test_name
       }
       -re ""expected output 2"" {
           fail $gdb_test_name
       }
    }

The $gdb_test_name is setup by gdb_test_multiple, and cleaned up once
the test has completed.  Nested calls to gdb_test_multiple are
supported, though $gdb_test_name will only ever contain the inner most
test message (which is probably what you want).

My only regret is that '$gdb_test_name' is so long, but I wanted
something that was unlikely to clash with any existing variable name,
or anything that a user is likely to want to use.

I've tested this on x86-64/GNU Linux and see no test regressions, and
I've converted one test script over to make use of this new technique
both as an example, and to ensure that the new facility doesn't get
broken.  I have no plans to convert all tests over to this technique,
but I hope others will find this useful for writing tests in the
future.

gdb/testsuite/ChangeLog:

	* lib/gdb.exp (gdb_test_multiple): Add gdb_test_name mechanism.
	* gdb.base/annota1.exp: Update to use gdb_test_name.
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,5b23b9b40ce61c4b143db82c3f90a2a624747698,"Make non-prefixed SimpleCache histograms obsolete.

It is a common pitfall to observe the small amount of samples from a
histogram like:
  SimpleCache.FileDescriptorLimitStatus

The UMA dashboard shows a small amount of non-typical samples for this
histogram, the code able to record those was removed in 2013.

SimpleCache histograms are prefixed now (except "".DiskOpenLatency""), and the
proper example use would be to look at:
  SimpleCache.Http.FileDescriptorLimitStatus

This change adds base=""true"" to the prefixed SimpleCache histograms that are not
deprecated.

BUG=none

Review-Url: https://codereview.chromium.org/2827063002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#465994}
",,,,,,12_may_2021_mp_not_refactor_commits
glpi-project/glpi,0ecf4eb8924d67fb10e64db3dfa0213eda54b299,"Mise ajour des dicos

 Modified Files:
 	glpi/glpi/dicts/castellano.php glpi/glpi/dicts/deutsch.php
 	glpi/glpi/dicts/english.php glpi/glpi/dicts/italian.php
 	glpi/glpi/dicts/polish.php glpi/glpi/dicts/portugese.php
 	glpi/glpi/dicts/rumanian.php

",,,,,,12_may_2021_mp_not_refactor_commits
kubernetes/kubernetes,73eb45f22af139dbf9680ad960ea94ab2096fece,"Merge pull request #26624 from sttts/sttts-kubectl-run-attach-desc

Automatic merge from submit-queue

Fix kubectl --attach decription with deprecated --interactive

<!--
Checklist for submitting a Pull Request

Please remove this comment block before submitting.

1. Please read our [contributor guidelines](https://github.com/kubernetes/kubernetes/blob/master/CONTRIBUTING.md).
2. See our [developer guide](https://github.com/kubernetes/kubernetes/blob/master/docs/devel/development.md).
3. If you want this PR to automatically close an issue when it is merged,
   add `fixes #<issue number>` or `fixes #<issue number>, fixes #<issue number>`
   to close multiple issues (see: https://github.com/blog/1506-closing-issues-via-pull-requests).
4. Follow the instructions for [labeling and writing a release note for this PR](https://github.com/kubernetes/kubernetes/blob/master/docs/devel/pull-requests.md#release-notes) in the block below.
-->

```release-note
* Use the release-note-* labels to set the release note state 
* Clear this block to use the PR title as the release note 
-OR-
* Enter your extended release note here
```


[![Analytics](https://kubernetes-site.appspot.com/UA-36037335-10/GitHub/.github/PULL_REQUEST_TEMPLATE.md?pixel)]()

",,,,,,12_may_2021_mp_not_refactor_commits
nasa/Common-Metadata-Repository,f1c47a6cb7d5dd4e63655dedc2a0808945baac4f,"Merge pull request #320 in CMR/cmr from CMR-1701-virtual-product-order-granules-transformation to master

* commit '3a4a62087d6d3c8add3751befb7bd1a7fe2bd5c6':
  CMR-1701: Addressed review comments.
  CMR-1701: Addressed review comments. Modified documentation.
  CMR-1701: Fixed a typo and indentation.
  CMR-1701: Addressed review comments. Did some refactoring.
  CMR-1701: Modified code documentation. Did minor refactoring.
  CMR-1701: Created a virtual product end-point to serve order fullfillment requests
",,,,,,12_may_2021_mp_not_refactor_commits
elogind/elogind,da3a735af2cd400fd9a9daa0870484ddd3e1a28e,"service: make killmode=cgroup|mixed, SendSIGKILL=no services singletons

KillMode=mixed and control group are used to indicate that all
process should be killed off. SendSIGKILL is used for services
that require a clean shutdown. These are typically database
service where a SigKilled process would result in a lengthy
recovery and who's shutdown or startup time is quite variable
(so Timeout settings aren't of use).

Here we take these two factors and refuse to start a service if
there are existing processes within a control group. Databases,
while generally having some protection against multiple instances
running, lets not stress the rigor of these. Also ExecStartPre
parts of the service aren't as rigoriously written to protect
against against multiple use.

closes #8630
",,,,,,12_may_2021_mp_not_refactor_commits
RIOT-OS/RIOT,a8cec40371f7cd80fbf982dfbf1f2f339171504b,"boards: nucleo-f303re: Cleanup documentation

Signed-off-by: Francois Berder <880c5b95aa239388d35adb184ba52ce6e74e78eb@users.noreply.github.com>
",,,,,,12_may_2021_mp_not_refactor_commits
pantsbuild/pants,7db1588f644f2f6d4158322ab1a7050e0fc6ebb9,"[junit-runner] cache localhost lookups to ease OSX/JDK DNS issues (#5660)

OSX's DNS service's handling of localhost names changed, I think with 10.12, in a way that combined with JDK releases after a particular point release of 1.8 causes looking up localhost's name to take on the order of seconds for some folks. https://bugs.openjdk.java.net/browse/JDK-8170910

This patch changes the localhost lookup so that it happens in the xml listener's constructor instead of once per test suite entry. That way, if folks run into the issue, they'll only pay the cost one time instead of n.
",,,,,,12_may_2021_mp_not_refactor_commits
