repo_name,commit,subject,message_without_subject,multiple_parents,Is_Summary,Is_Generic,Category,Comment,Certain,Labler,Sampling,distance,administrative_pred
zephyrproject-rtos/zephyr,c0c9396d443dcfd345f1a56a04ab2e16b74d6b08,cleanup: include/: move can.h to drivers/can.h,"

move can.h to drivers/can.h and
create a shim for backward-compatibility.

No functional changes to the headers.
A warning in the shim can be controlled with CONFIG_COMPAT_INCLUDES.

Related to #16539

Signed-off-by: Anas Nashif <0d9952ec84ac43c159f6b7e7ed99a9080c00dd6e@intel.com>
",False,,,,,,,comsum_random_batch_12_july_2021,204,False
chromium/chromium,7cfe6fc556524635d4ac71362dd968e0d0dc7659,Display precursor origins when applicable in external protocol dialog,"

External protocol dialogs display the origin that initiated the
external protocol request. The initiating origin helps the user
attribute the request to a particular site, so that they can decide if
they can trust that site to launch an external application. When the
initiating origin was opaque (such as from a sandboxed iframe), the
dialog would display no origin or a generic message, so the user
didn't have any information for making a trust decision. This CL
converts the initiating origin to its precursor origin (the origin
that created the initiating origin) when creating the external
protocol dialog. Displaying the precursor origin gives the user more
useful information for making a trust decision.

Bug: 1041749
Change-Id: I0b21d20e13d7d71db361746dbb18df8d980339bd
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2063420
Commit-Queue: Emily Stark <351cd4dcb8ca60b28d6406fe7f489a1eda3af330@chromium.org>
Reviewed-by: Mustafa Emre Acer <f3b583fcecfc5dc2b2b3d2ca15831520837180a8@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#742492}
",False,,,,,,,comsum_random_batch_12_july_2021,729,False
helm/charts,d55189e5bbe3c98153d96c92f4ad020b5ffada7b,[stable/node-red] add support for extra environment variables (#17207),"

* support for extra environment variables

Signed-off-by: y-matsuda <144bd07c3823b79cffb8cf1f7922d0573340726e@lab.acs-jp.com>

* bump up version of stable/node-red

Signed-off-by: y-matsuda <144bd07c3823b79cffb8cf1f7922d0573340726e@lab.acs-jp.com>

* fix typo

Signed-off-by: y-matsuda <144bd07c3823b79cffb8cf1f7922d0573340726e@lab.acs-jp.com>
",False,,,,,,,comsum_random_batch_12_july_2021,45,False
tprrt/linux-stable,f103a9c1a0ea1730fa3398366ffcc41c25ad8c9e,[media] staging: Drop owner assignment from i2c_driver,"

i2c_driver does not need to set an owner because i2c_register_driver()
will set it.

Signed-off-by: Krzysztof Kozlowski <1a8531307367602b8284517edb33d53d54e5ce8e@samsung.com>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@osg.samsung.com>
",False,,,,,,,comsum_random_batch_12_july_2021,87,False
apache/camel,55aa26be21f7339c13f691b6508eef25c98ba81a,Improve spelling and naming in metadata and docs (#3834),"

* Use <fullName> (<acronym>) endpoint naming scheme

* Use proper letter case for JSON in plain text

* Use Gson rather than GSon

* Use MicroProfile rather than Microprofile

* Use ""Avro RPC"" as a title for the component in avro-rpc

* Improve Attachments description

* Regen docs and metadata",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
libvirt/libvirt,7c3ccd6f14bef55934f6230b422c8bcb76fed8c8,Fri Aug 15 11:00:38 IST 2008 Mark McLoughlin <markmc@redhat.com>,"

        * src/qemu_conf.c: fix serial/telnet to use ""server"" option
        rather than ""listen""

        * tests/qemuxml2argvdata/qemuxml2argv-serial-tcp-telnet.args:
        fix the test case too
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
tprrt/linux-stable,76ed6cb017f706fb4e91935e00b0a6ab40800d81,drm/amdgpu/cik: move uvd tiling config setup into uvd code,"

Split uvd and gfx programming.

Reviewed-by: Christian König <c7ea837d7a46effe4232b086213468b8b31643bf@amd.com>
Signed-off-by: Alex Deucher <08dc22c6156113f2deff178e35e3ed9b24d6af9e@amd.com>
",False,,,,,,,comsum_random_batch_12_july_2021,34,False
go-gitea/gitea,594f59169129889387d792f6aa571150d4118dc6,Increase Username and Orgname MaxSize 35 -> 40 (#6178),"

* Increase Username and Orgname MaxSize 35 -> 40

Signed-off-by: Segev Finer <2a2088717eb0eae82be53a3a420c766ab5b46ea5@codeocean.com>

* Dep update code.gitea.io/sdk

Signed-off-by: Segev Finer <2a2088717eb0eae82be53a3a420c766ab5b46ea5@codeocean.com>

* Run generate-swagger

Signed-off-by: Segev Finer <2a2088717eb0eae82be53a3a420c766ab5b46ea5@codeocean.com>
",False,,,,,,,comsum_random_batch_12_july_2021,54,False
google/closure-compiler,85879c9f59370e07187c8f17be91de2b4d09db20,Add checks for more invalid use of goog.module,"

These include:
  * There should be only one export of a given name per module.
  * Export statement (`exports = value`) should be at the module top-level
-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=123441641
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
kubernetes/kubernetes,5404948e7b32248ed69272391aa9b55bfbe3556b,Merge pull request #47041 from k82cn/k8s_10043,"

Automatic merge from submit-queue

Deprecated binding for 1.7

**Which issue this PR fixes** *(optional, in `fixes #<issue number>(, fixes #<issue_number>, ...)` format, will close that issue when PR gets merged)*: fixes #10043

```release-note
Deprecated Binding objects in 1.7.
```",True,,,,,,,comsum_random_batch_12_july_2021,-1,False
rocky/python-uncompyle6,160ec0d9cc5fe347f6e8bdb69515a28c76cfb368,"COME_FROM for 3.x POP_EXCEPT, DRY with op_name() ...","

Start adding COME_FROMs for POP_EXCEPT in preparation for
getting tryelse blocks correct.

Simpler opname access functions:
  - self.op_name(op) is self.opc.opname[op]
  - self.op_name_from_offset(offset) is self.opc.opname[self.code[offset]]

verify.py: not all offsets are ints
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
grommet/grommet,7da2dfc8698e1a25ffd99e8cbde2d67084cfa7cc,Allow routed Button links to open in new tab via CMD + Click (#1373),"

* apply .editorconfig for relevant files

fix applied by Sublime Text Editorconfig plugin (version 2017.03.17.06.53.33)

Signed-off-by: Leonardo Dino <7610bae85f2b530654cc716772f1fe653373e892@kunstdesign.com.br>

* Button: Enable CMD + Click to open new tab

Signed-off-by: Leonardo Dino <7610bae85f2b530654cc716772f1fe653373e892@kunstdesign.com.br>
",False,,,,,,,comsum_random_batch_12_july_2021,127,False
MariaDB/server,673ec7b24d1e4c8806d964ef262f39fadc84da70,"Changes to be able to create source TAR packages with longer path names than 99 characters, using the USTAR format of the resulting source TAR.","

To be able to specify the use of USTAR when creating the source
TAR, we needed both to update the GNU autotools version requirements
slightly, and update the initiation of the tools to use more
modern constructs.

",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,c12236c0ad94b6bc8c0e33370cec35d4eeb35718,Fix memory leaks in client_side_detection_host_unittest.,"

SAME as http://codereview.chromium.org/7473002/.

BUG=89890
TEST=Ran unittest with valgrind.

Review URL: http://codereview.chromium.org/7484031

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@93642 0039d316-1c4b-4281-b951-d872f2087c98
",False,,,,,,,comsum_random_batch_12_july_2021,148,False
pallets/itsdangerous,ee0036ad060e5fd06c0b276fd8688e95cbfce258,Bump pre-commit from 2.8.2 to 2.9.2,"

Bumps [pre-commit](https://github.com/pre-commit/pre-commit) from 2.8.2 to 2.9.2.
- [Release notes](https://github.com/pre-commit/pre-commit/releases)
- [Changelog](https://github.com/pre-commit/pre-commit/blob/master/CHANGELOG.md)
- [Commits](https://github.com/pre-commit/pre-commit/compare/v2.8.2...v2.9.2)

Signed-off-by: dependabot-preview[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>",False,,,,,,,comsum_random_batch_12_july_2021,313,False
libvirt/libvirt,969f83822b5827d0f7bc8af06f1420b4d906170b,syntax-check: update strcase check to refer to GLib,"

Signed-off-by: Pavel Hrdina <d4772d05997b8abf035041e3b4f4996380ea7e7a@redhat.com>
Reviewed-by: Cole Robinson <7cd45ff6ad1fb7cf556a02797d774247851499f8@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,2,True
jsm28/matholymp-py,c7f0ea503b4ea42dd0858d42c56b7feffdf56422,Support self-registration accounts.,"

These are accounts tied to a specific registered person, that can edit
most data for that person that normal registering accounts can edit,
but not country or role; as they are intended for staff, they can also
edit phone numbers.  Such accounts cannot create person records and
have no spoecial access to those for other people.  Editing will only
work if the account's country is the same as the person's country.

In this implementation, there is no friendly user interface to create
such an account; a person number needs to be entered manually on the
user edit form.  The intended way to create such accounts is through
bulk registration of people, once that is implemented.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
Uname-a/knife_scraper,9e900a04cd4afd7fff6bcd800e9567416f549ec7,"Move startup.py to a new file, coretasks.py","

This is still written as a module, but is always loaded. In addition, extra documentation was added, function signatures were changed and ping timeout detection actually works now
Relevant issue: Core cleanup tracker, #69
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
Considerit/ConsiderIt,fa0248b4e8ac27d30ace43b6df76618c882cb211,paperclip s3,"


Former-commit-id: 01437a4a84d597cfd6281ad52342ec0cff732fe3 [formerly 3b19f56f37f087268eb25d80ca1493777e8b76d3] [formerly 5136ae2614e47497ca2ccde300759610412ce40c [formerly 5136ae2614e47497ca2ccde300759610412ce40c [formerly f3e8e1a49106b6370f21d752add4676c52ba2579]]]
Former-commit-id: 445e9529935464643cf997aefecf7c3adbe05962 [formerly bb685e4cabd640a51c070a98a4870a731d790234]
Former-commit-id: ccb590aec6308f05552e4f33102f037d299a7550
Former-commit-id: e71a3ab8444118e95125e5f897f7ceb557e16208",False,,,,,,,comsum_random_batch_12_july_2021,3,True
OpenRA/OpenRA,9c59d7e255c0a8b3e2adbd098ef4a05b93de757e,Avoid delegate allocation in AutoTarget.,"

Extract a common method for deciding if an attack should happen, and avoid LINQ inside this method.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
istio/istio,87b5e21b9282d0719115aa3a84209c40ec69bc40,Rollback breaking changes to target.service (#1106),"

Automatic merge from submit-queue

Rollback breaking changes to target.service

**What this PR does / why we need it**:

Revert recent change that removed 'target.service',it breaks raw VM and consul 
support for mixer. 

Code based on original before the breakage, with small adjustments for the new 
layout.

**Special notes for your reviewer**:

**Release note**:

```release-note
NONE
```",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
tprrt/linux-stable,deadbe9a6a99d16f80d0eaca7dcbdfcf4f87dc4a,staging/lustre: Get rid of obd_cmd_t typedef,"

Replace with enum obd_cmd

Signed-off-by: Oleg Drokin <bc74f4f071a5a33f00ab88a6d6385b5e6638b86c@linuxhacker.ru>
Signed-off-by: Greg Kroah-Hartman <4645f7897fd33786a2ee1264d590b3c400559d85@linuxfoundation.org>
",False,,,,,,,comsum_random_batch_12_july_2021,29,False
twaugh/system-config-printer,a41095b0017115978d4466c85b1fa2260aca8d68,Update after performing operations on jobs.,"

	* jobviewer.py (JobViewer.on_job_cancel_activate): Ask the monitor
	to update after cancelling a job.
	(JobViewer.on_job_hold_activate): Likewise for held jobs.
	(JobViewer.on_job_release_activate): Likewise for released jobs.
	(JobViewer.on_job_reprint_activate): Likewise for reprinted jobs.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
gemrb/gemrb,518b700e2d63694229c3832f77be3b1188cda520,"Added a GetMageSpells function. It takes the same arguments as GetLearnableMageSpells and returns a list of spells and their type  (unusable, normal or specialist).","

The usability check was fixed to also recognise specialist spells and
wild mage specialist spells (nothing special about them :)).

Changed GetLearnableMageSpells to use the new function. It is compatible with
the previous implementation, so callers don't need to be changed.

svn-id: r4879
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
GNOME/gnome-control-center,1a90787eead16f38a5bd4a789a61fa1fc17e95fb,Fix g_assert_not_reached() that can be reached.,"

Tue Dec  3 14:26:05 2002  Jonathan Blandford  <jrb@redhat.com>

	* gnome-theme-details.c (window_theme_selection_changed): Fix
	g_assert_not_reached() that can be reached.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
just-install/registry,f66e41ae4170475d4a0ac1f1eea7eb51ca658cfc,"jiup-go automatic commit: updated plex-media-server, signal, winscp, and conan","

4 updated, 149 unchanged, 29 norule (10%), 96 rolling, 0 skipped, 2 errored

Updated:
  - plex-media-server (1.20.3.3437)
  - signal (1.37.1)
  - winscp (5.17.8)
  - conan (1.30.2)

Errors:
  - android-studio-ide (Get ""https://developer.android.com/studio/"": context deadline exceeded (Client.Timeout exceeded while awaiting headers))
  - mercurial (Get ""https://www.mercurial-scm.org/sources.js"": context deadline exceeded (Client.Timeout exceeded while awaiting headers))
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
chromium/chromium,01c8b5847acc225dca6efcde8288df1d9e058165,[iOS] Move NetworkActivity to its own folder,"

This CL moves the NetworkActivityIndicator and its TabHelper to their
own folder.

Bug: 944008
Change-Id: I9f61ba6f22bcf91b74cef6b8328bfb7abae0f2ee
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1569011
Reviewed-by: Mark Cogan <ca2b1b8cc7ec1cd707d9535f992d7fac80a75a87@chromium.org>
Commit-Queue: Gauthier Ambard <9d4cf9c209f46d7011ec53b6e0d37d78e6e2845e@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#651650}",False,,,,,,,comsum_random_batch_12_july_2021,97,False
chromium/chromium,810e38a0e205ddf5840d38c5d07abbdb8fd3db6c,Remove non-app-window URLs from feedback page,"

Currently three links from feedback form don't work properly on login
screen, by opening invisible incognito windows only. This CL removes
the links until the problem can be fixed on login screen.

screen and click on the links for privacy/terms of service. Nothing is
expected to happen, the links are disabled.

Bug: chromium:1116383
TEST: Manually verified on device by pressing alt+shift+I on login
Change-Id: Ieffd4cccbc8fbac52f45890761783cadb29cd3ed
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2362797
Commit-Queue: Igor <8909c0eeb3cf1582f608627fa08344d20e9b5285@chromium.org>
Reviewed-by: Igor <8909c0eeb3cf1582f608627fa08344d20e9b5285@chromium.org>
Reviewed-by: Ahmed Fakhry <e77820fe074b0c0ee91d9993b33bafea7bccc788@chromium.org>
Reviewed-by: Roland Bock <84acdfb8fe9638f723cdcef3443eac6c63444238@google.com>
Auto-Submit: Igor <8909c0eeb3cf1582f608627fa08344d20e9b5285@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#800531}
",False,,,,,,,comsum_random_batch_12_july_2021,405,False
