repo_name,commit,message,Is_Core_Adaptive,Is_Adaptive,Justification,Certain,Comment,Sampling
CTSRD-CHERI/u-boot,a4474ff8629be5f28aefb8a9f48d4411d62fb0d2,"TI DaVinci: Adding Copyright for DM365 EVM

Forgot to add Copyright while submitting the patch.
This patch adds the copyright.

Signed-off-by: Sandeep Paulraj <6de3c446777fc4f97162840abbd07b57207b01cc@ti.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,39b986a6c73434d122967dc86efb295ab9a28437,"ide: sanitize struct ide_port_ops documentation (take 2)

v2:
Add missing '@'-s.  (Noticed by Randy Dunlap)

Cc: Randy Dunlap <e1d10faa7e2a0c027bf1ff1d20e7fd10154be7ea@oracle.com>
Signed-off-by: Bartlomiej Zolnierkiewicz <248de9df611a028e5eceb9d893a2ed6c24c89ef4@gmail.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
MariaDB/server,05eeb46a1874e2e1ccf6a54022ca5f4ba409a62a,"fixes #5801 perf framework has been improved in a few ways:
- minimum key/val size is up to 8 bytes. now perf tests and stress tests have a consistent mechanism for generating keys and values, reducing headache.
- perf tests use a ""main"" function that generates tables based on the provided key/val size and compressibility, while stress (correctness) tests use a main function that generates tables with a provided (default in all cases, I think) key/val size and fully zero'd values, so the table is in the ""correct"" zero-sum state. previously this was causing perf tests to generate zer-valued rows always, no matter what row size you wanted or how much compressibility was requested, which clearly skewed performance results (ie: your 100 byte rows are only 8 bytes)
- renamed legacy NULL pointers to nullptr
- moved some ""special"" operations to the perf/stress tests that use them instead of the global header, to keep things more tidy.



git-svn-id: b5c078ec0b4d3a50497e9dd3081db18a5b4f16e5@51258 c7de825b-a66e-492c-adef-691d508d4ae1

",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
sonata-project/SonataPageBundle,1b4ae5c4ce9af14ebd0d12fbc2587219281a4766,"Add documentation for JMS Serialiser and DatagridBundle

`SonataPageBundle` uses `Pager` class from `DatagridBundle`. In order to have correct serialized output this config should be added to `config.yml` (copied from [config](https://github.com/sonata-project/sandbox/blob/2.3/app/config/config.yml) of Sonata Project sandbox)",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
libvirt/libvirt,523c6908f8c21cede0121a8fdac9ad76c01d4d1c,"storage: Introduce virStoragePoolSaveConfig

https://bugzilla.redhat.com/show_bug.cgi?id=1160926

Introduce the ability to save a configuration of a persistent configuration
that may be changed by storage pool backend activity, such as start or stop
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tinymce/tinymce,f18f9694cfaf2543789672adaa436b661fe2a03d,"Merge pull request #71 in TINYMCE/bridge from remove_readywhen to master

* commit '0f2ea88b1798caee8331bd14e03ac00571ad2749':
  Removed `readyWhen` from the Dialog API, as it was never implemented.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
apache/tomcat-native,d5d88f366fa77d4819ded91f18ca4545f9882138,"Use default port 8023 instead of 23 in echo
server example.

Examples and tests should not assume a
privileged user runs them.


git-svn-id: 9aee25b0727c23acc0dec90e5217993066ef893c@1441886 13f79535-47bb-0310-9956-ffa450edef68
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
alisw/AliPhysics,05ab14c4834db329bd8479e489f6eb6902b6e5d5,"EMCal CorrFW: Begin move to event manager

Needed to provide proper event access to the embedded event the
correction is only on the embedded event. If all input events are
embedded then this is used as a proxy for passing the embedded event
instead.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
the-blue-alliance/the-blue-alliance,364dbab2c057d3ca86c73fe392015a2a8befadfc,"Tweaks to Team Details.

Adds links to FRC Megaphone. Fixes #484
Make some headers smaller to be more phone friendly.
Remove unused robot photo code.
Add icon to Hashtags.

Tested by visiting /team/177 locally, seeing changes.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
apache/flink,04e6758abbadf39a12848a925e6e087e060bbe3a,"[FLINK-5800] [checkpointing] Create CheckpointSteamFactory only once per operator

Previously, the factory was created once per checkpoint, and its repeated initialization logic
(like ensuring existence of base paths) caused heavy load on some filesystems at very large scale.

This closes #3312
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
prometheus/prometheus,840872a6f8ff172e56efb755124e99854965c1d7,"Fix remote storage config not updating correctly (#5555)

* Update remote write and remote read separately
* Add external labels to the remote write conf hash
* Add unit tests for remote storage lifecycle

Signed-off-by: Chris Marchbanks <0ad0b538c51a24737b83a297dff91636ee98d89e@gmail.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,5b4de2f8b51b0268b7eb778fa160fc0a88ec6e72,"arm64: dts: sdm845: Add qspi opps and power-domains

Add the power domain supporting performance state and the corresponding
OPP tables for the qspi device on sdm845

Reviewed-by: Matthias Kaehlcke <df22eae001bf82a113742cff559755b8fc65d45a@chromium.org>
Signed-off-by: Rajendra Nayak <4802c9324e296bd4f067f90ad87878b5665d33d2@codeaurora.org>
Link: https://lore.kernel.org/r/1593769293-6354-3-git-send-email-4802c9324e296bd4f067f90ad87878b5665d33d2@codeaurora.org
Signed-off-by: Bjorn Andersson <6e6fda072d932515099508d6d220572c68e9add5@linaro.org>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
DistanceDevelopment/mrds,28f6012afa91d8aafa66f2d2e52cb0cd2ff06e64,"Combination of 25 commits...

cleanup and add documentation for:
  * gof.ds
  * print.ddf.gof
  * prob.se
  * summary.ds
  * DeltaMethod
  * det.tables
  * plot.det.tables
  * plot.trial
  * plot.trail.fi
  * plot.ds
  * NCovered
  * plot_cond
  * plot.io
  * plot.io.fi
  * plot.rem
  * plot.rem.fi
  * plot_uncond
  * ddf.gof

Other stuff:
 * modernised how version and build number are reported
 * added tests for trial.fi with golf tee data
 * moved solvecov into a separate file
 * moved average.line.cond into a separate file
 * doc update
 * removed calcp and references to it, since it's no longer used
 * new ""new"" argument to plot.ds
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
wbx-github/uclibc-ng,2a2b1d2a3e97b4353eec5a40c0de4b932340b3fc,"posix_fadvise: handle 2 variants for SYSCALL_ALIGN_64BIT

arm/powerpc/xtensa pass @advice as 2nd arg to syscall (vs. canonical 4th)

Current code however does this for UCLIBC_SYSCALL_ALIGN_64BIT which
powerpc/xtensa also happen to define.

This is not true for ARCv2 ISA and possibly other arch of future with
64-bit even register requirement, which uses the standard syscall
handler in kernel.

Fix that by providing 2 variants of SYSCALL_ALIGN_64BIT

Signed-off-by: Vineet Gupta <af669d95a4c0de051445d4cafdbb2c5c4a2838be@synopsys.com>
Cc: Baruch Siach <53ccad33e0625915318fb3bc832e5c1c413d1294@tkos.co.il>
Cc: Max Filippov <8c5ea195856807f4f02a6e0749c87ea6b7375f38@gmail.com>
Signed-off-by: Bernhard Reutner-Fischer <ce1ac9e9ad16abccd7821f371ad381197b4768ac@gmail.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
VirusTotal/yara,8f49fb94f4c89c618a439a43a2355851da97f707,"Fix regression.

#1377 removed the #include <stdbool.h> line from types.h but 7517bbdf8778c37fa494966b39623dc6c2ccfce9 added it back.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,4c19549247aacdc4b4b742feaab55373c21f3012,"ozone/drm: Fix nullptr deref in IsDeviceAtomic

DrmThread::IsDeviceAtomic currently can cause a SIGSEGV since it assumes
that |drm_device| is a valid pointer.
|drm_device| device can be nullptr if the widget has been disabled.

This patch fixes the issue checking that |drm_device| is a valid pointer
before dereferencing it.

Bug: 875882, 876385
Change-Id: I01527e9d9d294e0f98146ccd5e6d5ef70e0dfdf0
Reviewed-on: https://chromium-review.googlesource.com/1193963
Reviewed-by: Michael Spang <e1fb1a05abba8fb04acbcbe6d766da7764320db0@chromium.org>
Commit-Queue: Daniele Castagna <bf401ac9f4607f1574de95f28428a77f41d45b82@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#586717}",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,a390180291dd9a2392bbab4242cde712c326efc6,"libnvdimm, pfn: fix nvdimm_namespace_add_poison() vs section alignment

When section alignment padding is in effect we need to shift / truncate
the range that is queried for poison by the 'start_pad' or 'end_trunc'
reservations.

It's easiest if we just pass in an adjusted resource range rather than
deriving it from the passed in namespace.  With the resource range
resolution pushed out to the caller we can also push the
namespace-to-region lookup to the caller and drop the implicit pmem-type
assumption about the passed in namespace object.

Cc: Vishal Verma <82b5814572006128646e71984415b621304ebed2@intel.com>
Signed-off-by: Dan Williams <24ee2bf0bd8ac766c348bf1f0639943bac1535c6@intel.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
MariaDB/server,36510232aa5ab3788de36d17202254e3789441f4,"A fix and a test case for Bug#15752 ""Lost connection to MySQL server 
when calling a SP from C API""

The bug was caused by lack of checks for misuse in mysql_real_query. 
A stored procedure always returns at least one result, which is the 
status of execution of the procedure itself.
This result, or so-called OK packet, is similar to a result
returned by INSERT/UPDATE/CREATE operations: it contains the overall
status of execution, the number of affected rows and the number of
warnings. The client test program attached to the bug did not read this 
result and ivnoked the next query. In turn, libmysql had no check for 
such scenario and mysql_real_query was simply trying to send that query 
without reading the pending response, thus messing up the communication
protocol.

The fix is to return an error from mysql_real_query when it's called
prior to retrieval of all pending results.


client/mysqlbinlog.cc:
  net_safe_read -> cli_safe_read
include/mysql.h:
  Remove a private function from the public header.
include/mysql_com.h:
  Remove a define that is never used.
include/sql_common.h:
  Add a declaration for cli_safe_read - a function that reads one packet
  from the server.
libmysql/libmysql.c:
  net_safe_read -> cli_safe_read
  Return CR_COMMANDS_OUT_OF_SYNC on attempt to execute a statement
  using a connection which has pending result sets.
sql-common/client.c:
  Actual fix for Bug#15752: if the server has pending result sets for
  the client, return CR_COMMANDS_OUT_OF_SYNC on attempt to execute
  another query. Similarly to the behaviour of mysql_use_result(),
  multiple result sets block the connection and must be fetched
  before it can be used for another query.
  This uncovered an error in the protocol: the server doesn't drop
  SERVER_MORE_RESULTS_EXISTS status flag upon an error, so in case of
  a multi-query like SELECT 1; SELECT syntax_error; SELECT 2; 
  the client has no way to know that the server won't ever come to 
  execution of the third query and won't return any result sets for it.
  For now, fix it in cli_safe_read, as a proper fix requires extension
  of the client-server protocol.
sql/protocol.cc:
  Remove a name that is never used.
sql/slave.cc:
  net_safe_read -> cli_safe_read
tests/mysql_client_test.c:
  Make 'query' a local variable to avoid name clash.
  Add a test case for Bug#15752 ""Lost connection to MySQL server when
  calling an SP from C API""
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
helm/charts,ee20ea3ab81a08b575b730371cbc25c589ef188d,"Better resource management for Artifactory (#3021)

* Better resource management for Artifactory (#1)

* Update Artifactory version
* Add resources requests and limits to all pods
* Ability to set whitelist on Nginx LoadBalancer service
* Support setting a custom artifactory service name (that will also be set in nginx config)
* Add new parameters to README
* Fix artifactory replicas reference. Hardcode database replicas to 1
* Use resource memory requests and limits in Artifactory java options
* Add readinessProbe to Artifactory
* Add readme on creating a Kubernetes Docker registry secret and passing it to helm

* Update Artifactory Chart version to 6.2.3

* Comment out the default resources and update README on how to use them

* Set Artifactory version 5.6.3

* Remove default values for Nginx resources from README
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
google/llvm-propeller,80396248cf4dcb9987c82fed1566180b124444dc,"[Driver] Fix codeview-column-info on macOS

macOS home directory paths begin with /Users, and clang-cl interprets
the /U portion as a macro undefine rather than a path, causing test
failures on macOS. Use a -- to explicitly treat the input file as a path
and fix the test.

This effectively reverts r326168 and adds an alternative fix.

llvm-svn: 326171
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
matrix-org/matrix-android-sdk,00879fd8d6e1c452fa01443cc3ff01b15e97f570,"Room.getSummaries / getSummary return the only the summaries for the rooms in which the user is member.

It seems that there is a server issue in which the roomstate is corrupted.
The corrupted rooms should not be provided.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,454eedb8901da895fb602998fa588cd62875d07d,"vfs: O_* bit numbers uniqueness check

The O_* bit numbers are defined in 20+ arch/*, and can silently overlap.
Add a compile time check to ensure the uniqueness as suggested by David
Miller.

Signed-off-by: Wu Fengguang <24f7fe9d205c8a9f6ade0c2894e14303ca16087f@intel.com>
Cc: David Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
Cc: Stephen Rothwell <4bf0fb350827ce8d86875e76c923a478597c3cef@canb.auug.org.au>
Cc: Al Viro <de609eb4d5d70b1d38ec6642adbfc33a2781f63c@zeniv.linux.org.uk>
Cc: Christoph Hellwig <923f7720577207a44b32e59bbfbea59d27f1ae8e@infradead.org>
Cc: Eric Paris <b0b36e3cd9ea4e5739ff430a3056fabf2fdb0376@redhat.com>
Cc: Roland Dreier <68b67cddfeb62945e9a8e54387e91ae7b86773cc@cisco.com>
Cc: Jamie Lokier <b4dde37aa2aac745c0e6c43447507eaeace3e59f@shareable.org>
Cc: Andreas Schwab <c9df6394cb541f693236245820fbe23866f1a3fe@linux-m68k.org>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
dart-lang/sdk,9d88c5c47692bb8c6092ccedd9dd791ce8ab3647,"pkg/analysis_server: don't explicitly import matcher - use exports from unittest

This will avoid breaks when the test package is checked in
Also remove exec bit from root files

R=brianwilkerson@google.com

Review URL: https://codereview.chromium.org//1138523004

git-svn-id: c93d8a2297af3b929165606efe145742a534bc71@45657 260f80e4-7a28-3924-810f-c04153c831b5
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
MariaDB/server,9d670dfab57b22e7334c85fbf27d463ea6da004a,"sql_db.cc:
  mysqld crashes on CREATE TABLE in a database with corrupted db.opt file.
  Bug#4646


sql/sql_db.cc:
  mysqld crashes on CREATE TABLE in a database with corrupted db.opt file.
  Bug#4646
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
